"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US48181","Grayson County, Texas","47135","1543","7.0","1.8","5.2","1.7","9.6","2.3","10.4","2.3","14.3","2.1","21.3","3.0","12.7","2.5","12.1","2.4","4.8","1.6","2.6","0.8","52095","2229","66350","4045","45.3","(X)","(X)","(X)","(X)","(X)","31836","1726","4.9","1.9","1.6","1.4","5.8","2.1","10.6","3.0","14.8","3.2","20.9","3.5","15.1","3.5","15.9","3.5","6.5","2.3","3.9","1.2","63526","5179","78605","5601","(X)","(X)","44.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","74059","7130","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15299","1590","12.6","4.1","13.3","4.1","18.7","5.5","9.8","3.7","16.2","4.9","19.3","4.7","6.4","3.5","2.8","2.2","0.9","1.1","0.0","1.3","30481","5669","37363","3528","(X)","(X)","(X)","(X)","46.0","(X)"
"0500000US48183","Gregg County, Texas","45231","1442","7.9","2.3","7.5","2.1","11.6","2.8","13.1","3.1","17.9","2.9","15.8","2.8","10.5","2.2","8.4","2.1","3.8","1.4","3.5","1.2","44219","3348","61736","4686","27.3","(X)","(X)","(X)","(X)","(X)","30937","1834","6.6","2.7","6.4","2.5","8.3","3.0","12.9","3.7","16.4","3.8","16.6","3.3","10.9","2.7","11.8","2.8","5.5","2.0","4.6","1.8","49376","4007","70616","5961","(X)","(X)","25.2","(X)","(X)","(X)","21776","2003","1.1","1.2","3.2","1.8","7.0","3.2","10.8","3.8","17.3","4.7","17.2","4.2","14.3","3.7","16.2","3.9","7.9","2.9","5.1","2.0","65197","9405","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14294","1529","13.3","4.0","11.0","4.3","17.7","5.7","15.2","5.5","19.8","5.8","14.7","5.1","5.8","3.3","1.0","1.2","0.2","0.3","1.2","1.2","28728","3532","39577","7015","(X)","(X)","(X)","(X)","29.2","(X)"
"0500000US48187","Guadalupe County, Texas","51935","1257","4.5","1.6","2.7","1.2","5.2","1.5","5.8","2.1","14.9","2.9","22.9","3.1","13.0","2.1","19.3","2.7","6.3","1.6","5.3","1.4","68157","3856","86068","5771","25.3","(X)","(X)","(X)","(X)","(X)","38107","1913","1.7","1.2","0.7","0.5","3.3","1.3","6.6","2.9","14.3","3.3","23.7","3.7","13.8","2.7","20.9","3.0","8.1","2.1","6.9","1.9","74752","4956","96303","7277","(X)","(X)","25.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84311","7103","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13828","1527","12.0","4.9","8.3","4.1","10.7","4.0","4.6","2.0","17.1","5.4","20.5","5.9","11.2","3.5","13.6","4.7","1.1","1.3","1.0","1.1","47162","6213","56146","9396","(X)","(X)","(X)","(X)","23.0","(X)"
"0500000US48201","Harris County, Texas","1606399","7964","6.1","0.4","4.5","0.3","10.4","0.6","10.1","0.5","13.1","0.6","17.5","0.5","11.2","0.5","13.6","0.4","5.8","0.3","7.6","0.3","56377","770","84551","1034","35.6","(X)","(X)","(X)","(X)","(X)","1089631","12427","4.9","0.4","3.3","0.3","9.2","0.5","9.1","0.6","13.0","0.7","16.6","0.6","11.8","0.6","15.7","0.5","7.1","0.4","9.4","0.4","64727","1252","94738","1362","(X)","(X)","37.7","(X)","(X)","(X)","744110","12197","2.0","0.3","1.6","0.3","5.8","0.6","7.1","0.6","11.2","0.8","16.7","0.7","13.1","0.7","19.5","0.7","9.5","0.6","13.3","0.6","83346","1821","116188","2203","(X)","(X)","(X)","(X)","(X)","(X)","516768","11511","10.9","0.8","7.6","0.7","13.6","1.0","12.3","0.9","13.8","0.8","18.4","0.9","9.1","0.8","8.2","0.7","2.6","0.3","3.6","0.5","40763","776","59225","1719","(X)","(X)","(X)","(X)","29.6","(X)"
"0500000US48203","Harrison County, Texas","23742","1173","8.4","2.9","5.3","2.7","10.6","4.1","14.7","3.8","15.1","4.1","21.2","4.4","11.1","3.5","9.4","2.5","2.1","1.5","2.0","1.3","46548","6437","57647","4262","36.7","(X)","(X)","(X)","(X)","(X)","18195","1272","6.5","3.1","4.2","3.0","9.7","4.1","10.7","4.0","16.1","4.3","25.8","5.3","10.9","3.5","10.8","3.6","2.8","1.9","2.6","1.7","51997","6091","63880","5658","(X)","(X)","36.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61716","3780","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5547","1070","14.9","7.4","8.5","5.5","14.3","9.3","28.2","9.5","14.2","7.4","7.5","4.3","9.2","7.2","3.1","4.7","0.0","3.5","0.0","3.5","27069","4446","34928","7139","(X)","(X)","(X)","(X)","37.9","(X)"
"0500000US48209","Hays County, Texas","71267","1408","6.8","1.7","3.8","1.5","7.6","2.0","7.8","2.0","10.6","1.9","20.1","3.3","15.9","3.1","15.0","2.4","6.6","1.6","5.9","1.4","64658","3596","83539","4801","38.5","(X)","(X)","(X)","(X)","(X)","47619","1986","1.6","0.8","2.8","1.4","5.9","2.2","5.6","1.9","11.0","3.1","20.7","3.6","17.6","3.5","18.7","3.2","8.3","2.3","7.9","2.0","77488","6827","97161","6178","(X)","(X)","37.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90972","4698","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23648","2074","18.3","4.9","6.2","3.7","10.7","3.6","12.3","4.6","12.5","3.6","18.6","5.4","10.2","4.7","6.5","4.1","2.8","2.0","1.8","1.2","36610","4663","53308","7821","(X)","(X)","(X)","(X)","37.8","(X)"
"0500000US48213","Henderson County, Texas","30403","1432","6.9","2.5","5.1","1.9","12.8","2.9","16.2","3.9","14.5","3.1","15.4","2.8","13.9","3.0","10.5","2.8","2.0","1.2","2.7","1.6","44088","4408","64111","9209","30.6","(X)","(X)","(X)","(X)","(X)","20734","1622","2.9","1.8","3.5","1.9","8.0","2.6","19.1","4.6","14.7","3.8","16.5","3.5","17.1","4.0","12.8","3.7","2.5","1.6","3.0","1.9","52244","8526","68105","5660","(X)","(X)","30.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66271","6181","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9669","1361","16.1","6.3","9.9","4.8","24.7","7.0","12.8","5.3","14.6","6.5","11.3","4.9","2.7","2.5","5.9","4.5","0.0","2.0","2.0","2.8","24291","5307","50463","28076","(X)","(X)","(X)","(X)","27.5","(X)"
"0500000US48215","Hidalgo County, Texas","234716","4137","12.0","1.1","8.6","1.0","15.6","1.4","12.3","1.4","14.2","1.5","16.5","1.3","7.6","1.1","8.5","1.1","2.7","0.7","2.0","0.5","36176","1801","53230","2626","32.7","(X)","(X)","(X)","(X)","(X)","189838","4632","9.7","1.3","7.7","1.2","15.7","1.5","12.4","1.6","13.7","1.7","17.6","1.6","9.0","1.3","9.3","1.2","3.1","0.8","1.7","0.5","39458","2849","55703","2774","(X)","(X)","34.6","(X)","(X)","(X)","124306","4629","4.6","1.1","5.8","1.3","15.0","1.8","12.1","1.9","14.3","1.9","18.7","1.9","10.9","1.6","12.9","1.8","3.8","1.0","1.9","0.5","48029","2834","64050","3324","(X)","(X)","(X)","(X)","(X)","(X)","44878","3505","25.3","3.3","12.4","2.8","16.7","3.3","11.6","3.3","14.3","3.3","12.1","3.2","2.0","0.9","3.3","1.7","0.8","0.9","1.5","0.9","21451","2046","36222","5599","(X)","(X)","(X)","(X)","21.8","(X)"
"0500000US48231","Hunt County, Texas","31377","1309","6.9","2.2","6.1","1.9","12.6","3.4","7.9","2.0","12.1","3.2","19.2","3.4","13.4","3.1","12.6","2.7","5.9","2.0","3.4","1.6","53962","4698","68424","4872","31.9","(X)","(X)","(X)","(X)","(X)","22091","1464","4.7","2.2","3.0","2.3","8.6","3.4","7.3","2.3","10.1","3.0","21.1","4.1","17.3","4.2","16.3","3.8","7.5","2.7","4.0","2.2","69427","6221","79680","6073","(X)","(X)","31.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77964","3853","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9286","1382","13.2","6.3","12.4","5.1","25.2","7.2","9.4","4.0","14.8","8.1","14.0","6.3","4.9","3.1","3.6","2.5","0.4","0.7","2.1","2.4","24424","7373","38558","6903","(X)","(X)","(X)","(X)","30.1","(X)"
"0500000US48245","Jefferson County, Texas","95801","1773","11.2","1.4","5.1","1.3","12.8","1.7","11.2","1.9","13.1","2.0","15.2","1.9","11.3","1.6","12.9","1.6","3.8","0.9","3.6","1.1","45390","3553","64895","3188","53.8","(X)","(X)","(X)","(X)","(X)","58918","2571","8.5","2.2","3.0","1.1","10.8","1.8","9.9","2.2","14.8","2.5","15.7","2.4","12.6","2.1","14.4","2.4","5.3","1.3","5.0","1.6","52197","6285","75500","4787","(X)","(X)","57.3","(X)","(X)","(X)","39586","2627","2.2","1.1","2.1","0.9","8.3","2.4","7.0","2.1","12.3","3.0","18.5","3.4","16.5","3.0","19.4","2.9","7.4","2.0","6.2","2.0","73937","5956","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36883","2484","16.3","2.8","8.0","2.4","16.5","3.1","14.3","3.2","10.7","2.7","13.5","2.7","7.8","2.4","10.4","2.9","1.1","1.0","1.4","1.0","30967","3065","45909","4236","(X)","(X)","(X)","(X)","47.0","(X)"
"0500000US48251","Johnson County, Texas","54048","1472","3.4","1.3","4.9","1.5","7.9","1.9","8.7","2.1","15.6","2.6","21.4","3.1","15.5","3.0","15.2","3.0","5.0","1.8","2.6","1.0","59895","5145","73321","4213","23.2","(X)","(X)","(X)","(X)","(X)","41604","2241","2.7","1.4","2.6","1.3","6.0","2.0","8.2","2.4","14.6","3.2","23.0","3.6","17.2","3.4","18.1","3.4","4.6","1.8","3.0","1.3","65531","5891","77575","5127","(X)","(X)","22.7","(X)","(X)","(X)","31647","2210","1.2","1.0","1.4","1.2","2.2","1.0","7.9","2.9","11.5","3.1","23.6","4.2","20.3","4.2","21.9","4.2","6.0","2.3","3.9","1.8","77128","5303","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12444","1897","8.3","4.2","13.5","5.1","14.5","5.3","11.6","5.0","22.6","6.5","14.8","5.5","5.9","3.6","5.3","3.6","2.1","2.5","1.3","1.0","35842","3688","49786","8750","(X)","(X)","(X)","(X)","23.2","(X)"
"0500000US48257","Kaufman County, Texas","36696","918","3.0","1.3","2.7","1.3","9.4","2.8","11.0","2.9","15.0","3.2","18.6","3.2","11.4","2.7","20.6","3.4","5.2","1.6","3.2","1.0","62033","3465","76602","5120","34.1","(X)","(X)","(X)","(X)","(X)","28735","1417","3.2","3.1","2.3","1.3","5.6","2.3","8.9","2.6","17.2","3.9","18.1","3.8","12.2","3.2","23.2","4.0","5.4","1.6","3.8","1.2","66937","6490","82733","6558","(X)","(X)","32.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85290","12150","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7961","1172","8.9","4.4","7.0","3.5","18.5","6.2","15.0","8.1","11.1","4.9","20.2","6.7","6.4","3.6","7.6","4.7","4.5","5.3","0.9","1.4","35384","10860","48104","8385","(X)","(X)","(X)","(X)","32.7","(X)"
"0500000US48291","Liberty County, Texas","26204","1365","5.4","2.9","6.4","3.0","9.5","2.6","15.7","4.8","17.9","5.0","17.2","5.2","10.6","4.1","10.6","3.3","3.9","2.2","3.0","1.4","42877","6584","65705","7031","41.8","(X)","(X)","(X)","(X)","(X)","18680","1455","4.2","2.5","5.7","4.0","5.7","2.7","14.1","5.3","19.6","6.0","15.8","6.0","13.3","5.6","14.0","4.6","4.3","2.7","3.3","1.8","50491","8051","71223","8298","(X)","(X)","43.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60980","18134","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7524","1368","14.5","8.7","12.7","6.6","18.5","7.4","14.2","8.0","15.0","8.9","16.0","8.9","3.0","3.0","3.6","3.4","0.4","0.9","2.1","2.6","29303","9072","46036","15313","(X)","(X)","(X)","(X)","33.1","(X)"
"0500000US48303","Lubbock County, Texas","111975","2185","9.3","1.9","3.8","0.8","10.0","1.7","11.4","1.9","16.3","2.0","17.8","2.2","11.9","1.7","11.0","1.4","3.7","1.0","4.8","0.8","49136","2409","68557","3105","38.4","(X)","(X)","(X)","(X)","(X)","70078","2872","5.0","2.1","1.9","0.8","9.4","2.3","9.0","2.3","16.2","2.9","19.1","2.8","14.2","2.0","13.8","1.9","5.2","1.5","6.3","1.1","58903","5087","80022","3911","(X)","(X)","41.5","(X)","(X)","(X)","47723","2210","3.2","2.1","0.9","0.6","4.6","1.4","5.7","1.9","12.5","2.8","21.6","3.3","17.7","2.5","18.1","2.8","6.6","2.0","9.0","1.6","77301","5324","97164","5054","(X)","(X)","(X)","(X)","(X)","(X)","41897","3426","17.7","3.2","8.1","2.1","13.0","3.1","15.4","3.3","15.5","3.0","14.9","3.0","7.0","2.5","5.7","2.5","0.4","0.4","2.2","1.2","31699","2829","46099","5924","(X)","(X)","(X)","(X)","32.2","(X)"
"0500000US48309","McLennan County, Texas","87163","2069","7.5","1.4","5.1","1.1","13.0","2.1","12.6","1.7","14.5","1.9","16.6","2.0","11.3","1.9","11.6","1.8","3.9","1.0","3.7","1.0","46860","2324","67968","4879","31.7","(X)","(X)","(X)","(X)","(X)","56901","2370","3.3","1.2","3.0","1.0","9.0","2.1","11.9","2.2","14.7","2.2","19.3","2.7","13.9","2.0","15.8","2.5","4.8","1.6","4.4","1.3","60692","4531","77694","5539","(X)","(X)","32.6","(X)","(X)","(X)","38675","2328","2.1","1.3","1.6","0.8","4.2","1.7","8.3","2.3","14.3","2.4","20.8","3.2","16.1","2.7","19.9","3.1","6.8","2.3","6.1","1.8","72377","5304","92766","7322","(X)","(X)","(X)","(X)","(X)","(X)","30262","2195","16.2","3.0","9.0","2.5","21.5","3.8","14.3","3.6","14.6","3.3","12.3","2.8","5.9","2.7","2.9","1.4","1.0","0.7","2.2","1.8","26975","2631","46004","10670","(X)","(X)","(X)","(X)","29.1","(X)"
"0500000US48329","Midland County, Texas","56178","1332","4.0","1.5","2.7","1.5","6.8","2.2","10.0","2.6","12.2","2.9","20.9","3.4","9.8","2.6","16.1","2.4","7.1","2.0","10.4","1.9","65349","5364","98622","7383","31.0","(X)","(X)","(X)","(X)","(X)","38766","2047","3.6","2.0","1.6","1.7","5.6","2.2","7.6","2.8","9.2","3.5","22.7","4.8","10.8","3.3","17.7","3.2","7.3","2.3","13.9","2.9","74670","14168","111952","9976","(X)","(X)","30.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99418","9647","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17412","2164","8.4","4.0","6.1","2.7","9.2","4.4","17.4","5.7","15.6","5.4","18.9","5.5","4.3","2.7","11.5","5.0","6.8","4.4","1.8","1.7","42643","6616","62645","9371","(X)","(X)","(X)","(X)","28.7","(X)"
"0500000US48339","Montgomery County, Texas","193637","2985","4.4","1.0","3.5","0.9","6.8","1.2","8.6","1.7","12.1","1.5","16.9","1.9","12.7","1.8","15.5","2.1","7.6","1.2","11.9","1.4","71123","3409","104877","5993","38.9","(X)","(X)","(X)","(X)","(X)","144802","4396","2.9","1.1","1.9","0.9","5.4","1.4","6.9","1.6","10.6","1.6","17.5","2.1","13.3","2.1","17.1","2.5","9.3","1.7","15.2","1.9","84393","6347","121131","7957","(X)","(X)","40.1","(X)","(X)","(X)","114045","5101","1.4","0.8","0.9","0.7","3.8","1.2","5.0","1.1","9.7","1.9","16.1","2.3","14.2","2.4","19.7","2.9","11.1","2.0","18.2","2.1","98803","3763","N","N","(X)","(X)","(X)","(X)","(X)","(X)","48835","4265","10.4","3.0","9.0","2.7","11.6","3.3","14.0","3.4","16.3","3.5","16.4","3.3","7.3","2.5","10.5","3.7","2.6","1.3","2.0","1.0","40402","4896","53210","4592","(X)","(X)","(X)","(X)","34.8","(X)"
"0500000US48347","Nacogdoches County, Texas","23080","1302","10.9","3.8","6.1","2.5","19.7","5.0","12.7","4.2","14.2","3.7","12.8","3.5","10.4","2.7","9.5","3.0","1.3","0.9","2.4","1.6","35562","4643","54215","7971","25.2","(X)","(X)","(X)","(X)","(X)","14520","1484","8.7","4.6","2.0","1.4","14.4","4.7","11.4","4.9","12.5","4.6","16.9","4.5","13.7","4.1","14.9","4.5","2.0","1.4","3.3","2.5","51377","6240","69014","11684","(X)","(X)","27.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66872","10146","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8560","1176","16.1","6.0","12.9","6.1","27.7","9.0","15.4","7.1","16.6","6.5","7.8","5.7","2.5","2.3","0.0","2.3","0.0","2.3","0.9","1.5","22388","3552","27547","3700","(X)","(X)","(X)","(X)","20.8","(X)"
"0500000US48355","Nueces County, Texas","129254","3069","6.9","1.1","4.4","1.0","10.2","1.5","10.8","1.3","13.2","1.8","19.4","1.8","12.9","1.4","13.8","1.6","4.2","0.8","4.0","0.8","54318","2327","70642","2841","30.1","(X)","(X)","(X)","(X)","(X)","87823","3429","4.1","1.1","2.6","0.9","9.0","1.6","8.6","1.5","13.9","2.4","20.2","2.2","15.5","1.9","16.1","2.1","4.9","1.1","5.1","1.2","63595","4381","79775","3832","(X)","(X)","30.2","(X)","(X)","(X)","58010","3212","1.3","0.6","0.7","0.5","5.3","1.3","6.2","1.5","12.2","2.6","20.6","3.0","19.4","2.7","21.2","2.8","6.6","1.7","6.5","1.5","80002","5326","94482","5427","(X)","(X)","(X)","(X)","(X)","(X)","41431","3253","13.8","2.8","9.2","2.4","14.7","2.8","15.8","3.0","12.6","2.8","15.6","3.5","6.3","2.0","8.0","2.5","2.8","1.4","1.1","0.7","32296","2791","47399","3599","(X)","(X)","(X)","(X)","27.6","(X)"
"0500000US48361","Orange County, Texas","32538","1154","6.7","2.2","6.8","2.3","8.8","2.5","11.4","2.7","13.3","3.1","18.2","3.2","9.9","2.4","16.1","3.5","6.5","2.1","2.4","1.6","53480","5669","70748","6262","39.4","(X)","(X)","(X)","(X)","(X)","24553","1472","2.3","1.4","5.2","2.5","7.2","3.1","10.7","3.4","14.0","4.2","21.3","4.0","10.7","3.1","18.8","4.2","8.1","2.8","1.9","1.2","62490","7727","77104","6280","(X)","(X)","40.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75277","11940","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7985","1276","20.4","6.7","11.7","4.7","13.7","4.2","14.6","5.9","11.5","4.7","12.3","6.3","6.4","3.4","6.2","4.0","1.4","1.8","1.7","2.3","27203","7784","43604","8791","(X)","(X)","(X)","(X)","34.8","(X)"
"0500000US48367","Parker County, Texas","44098","1111","5.1","1.6","4.6","2.0","6.6","2.2","7.4","2.2","14.0","2.8","17.7","3.2","12.6","2.5","19.3","3.5","6.4","1.8","6.3","1.7","66548","5988","83981","5119","32.3","(X)","(X)","(X)","(X)","(X)","32871","1669","1.6","1.0","2.8","2.0","4.5","2.2","8.1","3.0","12.8","2.6","19.0","3.7","13.0","3.0","22.9","4.3","7.8","2.1","7.6","2.1","77400","7505","94105","5597","(X)","(X)","35.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86165","9198","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11227","1633","15.7","5.5","9.3","6.0","14.7","5.5","7.3","3.8","20.5","7.0","15.1","5.6","6.7","3.6","7.6","3.5","0.6","1.0","2.5","2.2","37036","8133","48408","9225","(X)","(X)","(X)","(X)","21.5","(X)"
"0500000US48375","Potter County, Texas","42179","1475","9.0","1.9","6.2","1.6","12.0","2.6","14.4","2.5","13.2","2.6","22.4","3.1","8.4","1.9","8.7","2.0","3.0","1.4","2.8","1.1","42305","4874","60695","5628","44.3","(X)","(X)","(X)","(X)","(X)","28080","1403","6.3","2.3","4.0","1.3","8.8","2.9","15.4","3.2","12.9","3.4","24.2","4.1","9.0","2.0","12.0","2.9","3.6","1.8","3.8","1.6","51827","2810","69806","7086","(X)","(X)","49.5","(X)","(X)","(X)","19379","1626","1.8","1.4","2.5","1.3","4.7","2.5","11.3","3.5","14.8","4.4","28.1","5.5","11.9","2.9","15.6","4.1","4.1","2.2","5.1","2.3","62240","4042","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14099","1406","15.1","4.0","11.6","4.1","19.5","5.2","13.5","4.0","11.6","4.1","17.6","4.8","6.8","3.5","1.9","1.4","1.7","1.7","0.8","1.0","27903","4497","40851","6219","(X)","(X)","(X)","(X)","33.0","(X)"
"0500000US48381","Randall County, Texas","49728","1182","4.6","1.5","2.0","1.0","7.7","2.0","9.9","2.3","13.1","2.1","18.8","2.7","14.8","2.6","15.6","2.4","6.9","1.9","6.5","1.6","67015","5882","87930","5742","30.7","(X)","(X)","(X)","(X)","(X)","34741","1784","1.5","0.9","0.3","0.5","5.8","2.3","6.4","2.1","11.5","2.0","17.9","3.0","18.0","3.5","20.8","3.4","9.0","2.6","8.8","2.3","85173","7343","104385","7456","(X)","(X)","31.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93766","2774","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14987","1528","12.3","4.5","5.8","3.0","13.3","4.3","19.0","5.4","17.7","5.3","19.9","5.3","6.4","3.0","2.6","1.6","1.5","1.5","1.3","1.0","34657","4272","45605","6889","(X)","(X)","(X)","(X)","30.0","(X)"
"0500000US48397","Rockwall County, Texas","31620","839","1.7","1.8","2.1","1.4","4.2","2.1","7.8","3.0","7.4","2.9","17.7","3.4","11.4","2.7","22.2","4.5","14.6","3.0","10.9","2.6","95731","10333","107103","6560","30.6","(X)","(X)","(X)","(X)","(X)","24631","1406","0.3","0.5","0.5","0.7","3.8","2.5","5.5","2.5","4.3","1.7","17.3","4.2","10.4","2.5","26.6","5.4","18.4","3.8","12.8","3.2","111374","10462","121056","7200","(X)","(X)","29.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","124072","6867","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6989","1309","6.6","7.9","7.9","6.2","12.7","8.4","12.8","9.7","20.8","10.6","18.3","7.2","9.9","6.2","5.5","4.4","1.4","2.4","4.2","4.0","40161","8295","53418","10816","(X)","(X)","(X)","(X)","31.3","(X)"
"0500000US48409","San Patricio County, Texas","23761","1048","6.8","2.7","5.6","2.4","13.2","4.0","10.1","3.4","10.8","3.2","20.3","4.5","13.4","3.7","12.9","3.3","6.1","2.1","0.8","0.7","53348","5645","64758","4792","28.1","(X)","(X)","(X)","(X)","(X)","17478","1135","1.8","1.5","4.3","2.6","11.3","4.3","11.2","4.0","10.9","3.9","23.4","5.5","15.0","4.6","13.8","3.8","7.1","2.8","1.1","0.9","59716","4819","71781","6481","(X)","(X)","30.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72778","8383","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6283","1026","22.2","9.1","12.4","6.3","18.2","8.3","5.9","4.9","11.8","7.1","7.2","4.0","11.9","6.0","7.3","5.4","3.1","2.3","0.0","3.1","22189","12557","42309","8155","(X)","(X)","(X)","(X)","16.4","(X)"
"0500000US48423","Smith County, Texas","75792","2510","6.5","1.6","4.6","1.4","12.5","2.4","9.3","1.8","14.5","2.5","18.2","2.5","14.6","2.1","12.8","2.3","2.9","0.7","4.0","1.3","52572","3668","68343","3702","35.7","(X)","(X)","(X)","(X)","(X)","52685","2774","3.3","1.4","4.4","1.7","8.9","2.3","8.4","2.1","13.1","2.5","18.1","2.9","18.1","3.2","17.3","3.0","3.5","1.1","4.8","1.7","66688","6671","78652","4508","(X)","(X)","38.2","(X)","(X)","(X)","41187","2729","0.5","0.6","1.4","0.8","6.2","2.2","7.0","2.2","13.9","2.8","18.1","3.4","21.3","3.6","21.5","3.8","4.0","1.3","6.1","2.2","77616","4695","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23107","2203","16.0","4.7","7.5","2.7","21.0","5.1","9.5","2.8","16.7","4.2","18.6","4.8","4.6","2.2","3.1","1.7","1.5","1.4","1.6","1.4","30002","7348","42365","6029","(X)","(X)","(X)","(X)","28.2","(X)"
